CITY_CODE,CITY_NAME,CITY_COMMON_NAME,COUNTRY_CODE,COUNTRY_NAME,REGION,SUBREGION,LATITUDE,LONGITUDE,EFFECTIVE,OBSOLETE
KO020,Kobayat,Kobayat,2490,Lebanon,Asia,Western Asia,34.5667,36.28333,,0
KO010,Kobe,Kobe,2310,Japan,Asia,Eastern Asia,34.6913,135.182992,,0
KO010,Kobero,Kobero,610,Burundi,Africa,Sub-Saharan Africa,-3.0438,30.3216,,0
KO010,Kobo,Kobo,1410,Ethiopia,Africa,Sub-Saharan Africa,10.028,39.8528,,0
KO030,Koboko,Koboko,4380,Uganda,Africa,Sub-Saharan Africa,3.4215,30.96761,,0
KO020,Koforidua,Koforidua,1620,Ghana,Africa,Sub-Saharan Africa,6.9974,-1.53515,,0
KO110,Kohat,Kohat,3300,Pakistan,Asia,Southern Asia,33.5967,71.439992,,0
KO090,Koidu,Koidu,3900,Sierra Leone,Africa,Sub-Saharan Africa,8.6439,-10.9714,,0
KO020,Koko/Oghaye,Koko,3210,Nigeria,Africa,Sub-Saharan Africa,6.7167,2.8,,0
KO010,Kokopo,Kokopo,6490,Papua New Guinea,Oceania,Melanesia,-4.352,152.26327,,0
KO015,Kolahun,Kolahun,2550,Liberia,Africa,Sub-Saharan Africa,8.285,-10.08759,,0
KO050,Kolda,Kolda,3810,Senegal,Africa,Sub-Saharan Africa,12.8939,-14.941248,,0
KO587,Kolhapur,Kolhapur,2040,India,Asia,Southern Asia,16.6917,74.23333333,,0
KO030,Kolkata,Kolkata,2040,India,Asia,Southern Asia,22.5626,88.36304,,0
KO047,Kolkhozaba,Kolkhozobod,7614,Tajikistan,Asia,Central Asia,37.5714,71.73047,,0
KO010,Kolo,Kolo,990,Democratic Republic of the Congo,Africa,Sub-Saharan Africa,-4.2675,17.68179,,0
KO022,Kolo,Kolo,3180,Niger,Africa,Sub-Saharan Africa,13.7204,2.6018,,0
KO040,Kolokani,Kolokani,2760,Mali,Africa,Sub-Saharan Africa,13.5728,-8.0339,,0
KO050,Kolokope,Kolokope,4230,Togo,Africa,Sub-Saharan Africa,7.8,1.3,,0
KO020,Kolwezi,Kolwezi,990,Democratic Republic of the Congo,Africa,Sub-Saharan Africa,-10.717,25.466988,,0
KO040,Komanda,Komanda,990,Democratic Republic of the Congo,Africa,Sub-Saharan Africa,1.369,29.7789,,0
KO038,Kombolcha,Kombolcha,1410,Ethiopia,Africa,Sub-Saharan Africa,11.0867,39.73666667,,0
KO052,Kompienga,Kompienga,4590,Burkina Faso,Africa,Sub-Saharan Africa,11.0811,0.723074,,0
KO050,Konebo,Konebo,750,Central African Republic,Africa,Sub-Saharan Africa,,,,0
KO005,Kongor,Kongor,4020,Sudan,Africa,Northern Africa,8.4937,28.72498,,0
KO005,Kongor,Kongor,4021,South Sudan,Africa,Sub-Saharan Africa,8.4937,28.72498,,0
KO319,Konso,Konso,1410,Ethiopia,Africa,Sub-Saharan Africa,5.25,37.48333333,,0
KO050,Konya,Konya,4350,Türkiye,Asia,Western Asia,38.1667,32.5,,0
KO100,Korat,Korat,4200,Thailand,Asia,South-eastern Asia,15,102.16667,,0
KO025,Korce,Korce,90,Albania,Europe,Southern Europe,40.6167,20.66667,,0
KO050,Korhogo,Korhogo,2250,Côte d'Ivoire,Africa,Sub-Saharan Africa,9.458,-5.629606,,0
KO005,Korinthos,Korinthos,1650,Greece,Europe,Southern Europe,37.9095,22.88353,,0
KO951,Korma,Korma,4020,Sudan,Africa,Northern Africa,13.853,24.75276,2023,0
KO010,Koror,Koror,450,Palau,Oceania,Micronesia,7.3433,134.476672,2020,0
KO030,Kortrijk,Kortrijk,480,Belgium,Europe,Western Europe,50.828,3.26487,,0
KO010,Kos,Kos,1650,Greece,Europe,Southern Europe,36.8933,27.288885,,0
KO189,Kos Island,Kos Island,1650,Greece,Europe,Southern Europe,36.7933,27.09166667,,0
KO010,Kosice,Kosice,7340,Slovakia,Europe,Eastern Europe,48.6667,21.33333,,0
KM011,Kosovska Mitrovica,Kosovska Mitrovica,4950,Serbia,Europe,Southern Europe,42.8833,20.86667,,0
KO010,Kosrae,Kosrae,3053,Federated States of Micronesia,Oceania,Micronesia,5.325,162.981,,0
KO015,Kosrae State,Kosrae State,450,Palau,Oceania,Micronesia,5.325,162.981,,0
KO015,Kosrae State,Kosrae State,3053,Federated States of Micronesia,Oceania,Micronesia,5.325,162.981,,0
KO010,Kosti,Kosti,4020,Sudan,Africa,Northern Africa,13.1629,32.663461,2021,0
KO040,Kota Baru,Kota Baru,2700,Malaysia,Asia,South-eastern Asia,6.4786,101.42414,,0
KO050,Kota KinabaluSabah,Kota Kinabalu,2700,Malaysia,Asia,South-eastern Asia,5.9749,116.0724,,0
KO070,Kotido,Kotido,4380,Uganda,Africa,Sub-Saharan Africa,3.0082,34.115336,,0
KO010,Kottagudem,Kottagudem,2040,India,Asia,Southern Asia,16.9348,81.33322,,0
KO005,Koudougou,Koudougou,4590,Burkina Faso,Africa,Sub-Saharan Africa,12.2527,-2.360259,,0
KO010,Koukou,Koukou,810,Chad,Africa,Sub-Saharan Africa,12.0106,21.655398,,0
KO050,Koulikoro,Koulikoro,2760,Mali,Africa,Sub-Saharan Africa,13.8,-7.5,,0
KO040,Koumra,Koumra,810,Chad,Africa,Sub-Saharan Africa,9.2501,18.2083,,0
KO097,Koundara,Koundara,1770,Guinea,Africa,Sub-Saharan Africa,12.48,-13.3,,0
KO010,Koupela,Koupela,4590,Burkina Faso,Africa,Sub-Saharan Africa,13.0139,-1.78819,,0
KO080,Kouroussa,Kouroussa,1770,Guinea,Africa,Sub-Saharan Africa,10.65,-9.88333,,0
KO010,Kousseri,Kousseri,690,Cameroon,Africa,Sub-Saharan Africa,12.0756,15.024618,,0
KO058,Koutiala,Koutiala,2760,Mali,Africa,Sub-Saharan Africa,13.0264,-5.52299,,0
KP010,Kpalime,Kpalime,4230,Togo,Africa,Sub-Saharan Africa,6.9,0.63333,,0
KR964,Krakow,Krakow,3450,Poland,Europe,Eastern Europe,50.0617,19.93722222,,0
KR005,Kraljevo,Kraljevo,4950,Serbia,Europe,Southern Europe,43.5775,21.70033,,0
KR010,Kramatorsk,Kramatorsk,4410,Ukraine,Europe,Eastern Europe,48.723,37.556285,2019,0
KR010,Kratie,Kratie,660,Cambodia,Asia,South-eastern Asia,12.489,106.020087,,0
KR683,Krems,Krems,300,Austria,Europe,Western Europe,48.4112,15.6071,,0
KR010,Kreuzlingen,Kreuzlingen,5750,Switzerland,Europe,Western Europe,47.6456,9.170867,,0
KR769,Kritzendorf,Kritzendorf,300,Austria,Europe,Western Europe,48.3317,16.3023,,0
KR253,Kropyvnytskyi,Kropyvnytskyi,4410,Ukraine,Europe,Eastern Europe,48.5036,32.26305556,,0
KJ010,Kuajok,Kuajok,4020,Sudan,Africa,Northern Africa,8.3002,27.99028,2021,0
KJ010,Kuajok,Kuajok,4021,South Sudan,Africa,Sub-Saharan Africa,8.3033,27.980689,2021,0
KU020,Kuala Besut(Trengganu),Kuala Besut(Trengganu),2700,Malaysia,Asia,South-eastern Asia,5.833,102.55514,,0
KU060,Kuala Lumpur,Kuala Lumpur,2700,Malaysia,Asia,South-eastern Asia,3.1412,101.686527,2020,0
KU072,Kuala Terengganu,Kuala Terengganu,2700,Malaysia,Asia,South-eastern Asia,5.3302,103.1408,,0
KU075,Kuantam,Kuantan,2700,Malaysia,Asia,South-eastern Asia,3.4681,101.6754,,0
KU175,Kubum,Kubum,4020,Sudan,Africa,Northern Africa,11.7833,23.78333,,0
KU080,Kuching,Kuching,2700,Malaysia,Asia,South-eastern Asia,5.4634,100.38144,,0
KU100,Kufra,Kufra,2580,Libya,Africa,Northern Africa,24.1833,23.283333,,0
KU040,Kuito,Kuito,6810,Angola,Africa,Sub-Saharan Africa,-12.3831,16.942547,,0
KU010,Kukes,Kukes,90,Albania,Europe,Southern Europe,42.2,20.36667,,0
KU130,Kulbus,Kulbus,4020,Sudan,Africa,Northern Africa,14.3647,22.46172,,0
KU050,Kumasi,Kumasi,1620,Ghana,Africa,Sub-Saharan Africa,6.2725,0.56641,,0
KU050,Kumba,Kumba,690,Cameroon,Africa,Sub-Saharan Africa,4.6363,9.4469,,0
KU030,Kunduz,Kunduz,3300,Pakistan,Asia,Southern Asia,36.8,68.8,2021,0
KU110,Kunduz,Kunduz,60,Afghanistan,Asia,Southern Asia,36.7264,68.870892,2021,0
KU010,Kunene,Kunene,6810,Angola,Africa,Sub-Saharan Africa,-16.5101,15.43526,,0
KU120,Kunming,Kunming,860,China,Asia,Eastern Asia,25.0389,102.71833,,0
KU010,Kupang,Kupang,2070,Indonesia,Asia,South-eastern Asia,-10.1632,123.601771,2020,0
KU070,Kurgan-Tyu,Qurghonteppa,7614,Tajikistan,Asia,Central Asia,37.8357,68.782092,,0
KU200,Kurmuk,Kurmuk,4020,Sudan,Africa,Northern Africa,10.55,34.28333,,0
KU040,Kurtunwaary,Kurtunwaary,3920,Somalia,Africa,Sub-Saharan Africa,,,,0
KU882,Kushe,Kushe,2970,Nepal,Asia,Southern Asia,28.853232,82.127111,,0
KU090,Kushka,Kushka,7677,Turkmenistan,Asia,Central Asia,35.2667,62.33333,,0
KU073,Kusma,Kusma,2970,Nepal,Asia,Southern Asia,28.2227,83.6826,,0
KU010,Kut,Kut,2130,Iraq,Asia,Western Asia,32.75,45.41667,,0
KU010,Kutaisi,Kutaisi,3167,Georgia,Asia,Western Asia,42.2679,42.69459,,0
KU070,Kutan,Kutan,3300,Pakistan,Asia,Southern Asia,28.4069,65.40721,,0
KU111,Kutum,Kutum,4020,Sudan,Africa,Northern Africa,14.2043,24.666665,,0
KU010,Kuwait,Kuwait,2430,Kuwait,Asia,Western Asia,29.3697,47.978329,2019,0
KW010,Kwale,Kwale,2400,Kenya,Africa,Sub-Saharan Africa,-4.1333,39.2,,0
KW010,Kwaluseni,Kwaluseni,4030,Eswatini,Africa,Sub-Saharan Africa,-26.4833,31.33333,,0
KW010,Kwanza,Kwanza,6810,Angola,Africa,Sub-Saharan Africa,-10.827,15.03197,,0
KW020,Kwe Kwe,Kwe Kwe,6260,Zimbabwe,Africa,Sub-Saharan Africa,-18.85,29.71667,,0
KY012,Kyabe,Kyabe,810,Chad,Africa,Sub-Saharan Africa,9.4514,18.944722,,0
KY020,Kyaka II,Kyaka II,4380,Uganda,Africa,Sub-Saharan Africa,0.48,31.05,2021,0
KY010,Kyangwali,Kyangwali,4380,Uganda,Africa,Sub-Saharan Africa,1.2287,30.820315,2021,0
KY011,Kyara,Kyara,4380,Uganda,Africa,Sub-Saharan Africa,0.3976,32.638919,,0
KY011,Kyauk Phyu,Kyauk Phyu,600,Myanmar,Asia,South-eastern Asia,19.26,93.33,,0
KY952,Kyaukpadaung,Kyaukpadaung,600,Myanmar,Asia,South-eastern Asia,20.84287,95.25669,,0
KY010,Kyauktan,Kyauktan,600,Myanmar,Asia,South-eastern Asia,16.6381,96.322778,,0
KY030,Kyenjojo,Kyenjojo,4380,Uganda,Africa,Sub-Saharan Africa,0.61,30.644167,,0
KI010,Kyiv,Kyiv,4410,Ukraine,Europe,Eastern Europe,50.4547,30.523796,2019,0
KY368,Kyoto,Kyoto,2310,Japan,Asia,Eastern Asia,35.0117,135.7680556,,0
LA010,La Carlota,La Carlota,3420,Philippines,Asia,South-eastern Asia,10.4242,122.9212,,0
LA020,La Esperanza Intibuca,La Esperanza Intibuca,1860,Honduras,Americas,Latin America and the Caribbean,14.3167,-88.18333,,0
LA040,La Fila,La Fila,930,Colombia,Americas,Latin America and the Caribbean,9.1,-76.26667,,0
LA050,La Florida,La Florida,930,Colombia,Americas,Latin America and the Caribbean,8.1959,-73.89942,,0
LA060,La Guajira,La Guajira,930,Colombia,Americas,Latin America and the Caribbean,11.5,-72.5,,0
LA020,La Paz,La Paz,510,Bolivia,Americas,Latin America and the Caribbean,-16.4956,-68.133625,2019,0
LA023,La Paz,La Paz,2850,Mexico,Americas,Latin America and the Caribbean,29.7363,-110.5828,2019,0
LA060,La Paz,La Paz,1860,Honduras,Americas,Latin America and the Caribbean,14.0833,-87.91667,2019,0
LA065,La Plancha,La Plancha,930,Colombia,Americas,Latin America and the Caribbean,7.0867,-75.20806,,0
LA105,La Plata,La Plata,240,Argentina,Americas,Latin America and the Caribbean,-35.9187,-61.8131,,0
LA070,La Pradera,La Pradera,930,Colombia,Americas,Latin America and the Caribbean,1.9134,-76.35845,,0
LA897,La Ravoire,La Ravoire,5750,Switzerland,Europe,Western Europe,45.5534,5.9555401,,0
LA075,La Reforma,La Reforma,930,Colombia,Americas,Latin America and the Caribbean,10.3725,-74.47564,,0
LA170,La Rioja,La Rioja,240,Argentina,Americas,Latin America and the Caribbean,-29.5833,-67,,0
LA233,La Rippe,La Rippe,5750,Switzerland,Europe,Western Europe,46.3814,6.150829,,0
LA403,La Roche sur Foron,La Roche sur Foron,1470,France,Europe,Western Europe,46.0673,6.3113,,0
LA030,La Union,La Union,1380,El Salvador,Americas,Latin America and the Caribbean,13.55,-87.9,,0
LA080,La Union,La Union,3420,Philippines,Asia,South-eastern Asia,6.7041,126.08798,,0
LA080,La Variante,La Variante,930,Colombia,Americas,Latin America and the Caribbean,9.3333,-75.4,,0
LA035,La Vega,La Vega,1260,Dominican Republic,Americas,Latin America and the Caribbean,19.22,-70.53,,0
LV039,La Virtud,La Virtud,1860,Honduras,Americas,Latin America and the Caribbean,14.05,-88.7,,0
LA150,Laayoune,Laayoune,6910,Western Sahara,Africa,Northern Africa,27.1418,-13.187967,2021,0
LA010,Labado,Labado,4020,Sudan,Africa,Northern Africa,12.0853,25.44313,,0
LA010,Labasa,Labasa,1430,Fiji,Oceania,Melanesia,-16.4167,179.36667,,0
LA010,Labe,Labe,1770,Guinea,Africa,Sub-Saharan Africa,11.323,-12.282243,2021,0
LA010,Lac Alaotra,Lac Alaotra,2670,Madagascar,Africa,Sub-Saharan Africa,-17.5,48.5,,0
LA180,Lacki Marwat,Lakki Marwat,3300,Pakistan,Asia,Southern Asia,32.608,70.91142,,0
LA716,Lacombe,Lacombe,720,Canada,Americas,Northern America,52.4683,-113.7369,,0
LA020,Lae,Lae,6490,Papua New Guinea,Oceania,Melanesia,-6.7221,146.98469,,0
LA026,Laemsing,Laem Sing,4200,Thailand,Asia,South-eastern Asia,12.4817,102.073611,,0
LA020,Lafia,Lafia,3210,Nigeria,Africa,Sub-Saharan Africa,7.417,7.32149,,0
LA030,Lagdera,Lagdera,2400,Kenya,Africa,Sub-Saharan Africa,0.1126,39.25964,,0
LA110,Lago Agrio,Lago Agrio,1350,Ecuador,Americas,Latin America and the Caribbean,0.085,-76.883504,2019,0
LA140,Lagos,Lagos,3210,Nigeria,Africa,Sub-Saharan Africa,6.4551,3.394173,2021,0
LA070,Laguna,Laguna,3420,Philippines,Asia,South-eastern Asia,12.3167,123.7,,0
LA030,Lahan,Lahan,2970,Nepal,Asia,Southern Asia,26.7202,86.48258,,0
LA168,Lahe,Lahe,600,Myanmar,Asia,South-eastern Asia,26.333333,95.433333,,0
LA045,Lahej/Saber/Seiyun,Lahej,9400,Yemen,Asia,Western Asia,13.0567,44.88194,,0
LA050,Lahore,Lahore,3300,Pakistan,Asia,Southern Asia,31.5196,74.326291,2021,0
LA060,Laht,Laht,9400,Yemen,Asia,Western Asia,,,,0
LA010,Lai,Lai,810,Chad,Africa,Sub-Saharan Africa,7.723,16.10198,,0
LA010,Lajes,Lajes,540,Brazil,Americas,Latin America and the Caribbean,-27.8161,-50.32611,,0
LA025,Lake Murray,Lake Murray,6490,Papua New Guinea,Oceania,Melanesia,-6.7999,141.43739,,0
LA948,Lake Placid,Lake Placid,4560,United States of America,Americas,Northern America,44.2831194,-73.9828318,,0
LS010,Lake Sebu. South Cotabato,Lake Sebu. South Cotabato,3420,Philippines,Asia,South-eastern Asia,6.2242,124.70333,,0
LA015,Lama Kara,Lama Kara,4230,Togo,Africa,Sub-Saharan Africa,9.5511,1.18611,,0
LA025,Lambarene,Lambarene,1530,Gabon,Africa,Sub-Saharan Africa,-1.6965,9.42723,,0
LA010,Lamidanda,Lamidanda,2970,Nepal,Asia,Southern Asia,27.9986,84.071,,0
LA932,Lamin,Lamin,1560,Gambia,Africa,Sub-Saharan Africa,13.3869,-16.64472,,0
LA035,Lamno,Lamno,2070,Indonesia,Asia,South-eastern Asia,5.0902,95.3727,,0
LA953,Lampedusa,Lampedusa,2220,Italy,Europe,Southern Europe,35.5097,12.6,,0
LA010,Lamphang,Lamphang,4200,Thailand,Asia,South-eastern Asia,13.1573,99.88764,,0
LA030,Lamphun,Lamphun,4200,Thailand,Asia,South-eastern Asia,18.25,98.91667,,0
LA040,Lampung,Lampung,2070,Indonesia,Asia,South-eastern Asia,-5,105,,0
LA010,Lamu,Lamu,2400,Kenya,Africa,Sub-Saharan Africa,-2.28,40.9,,0
LA050,Lamwo,Lamwo,4380,Uganda,Africa,Sub-Saharan Africa,3.4884,32.815825,2021,0
LA020,Lanet,Lanet,2400,Kenya,Africa,Sub-Saharan Africa,-0.3034,36.13721,,0
LA010,Langsa,Langsa,2070,Indonesia,Asia,South-eastern Asia,4.4683,97.9683,,0
LA031,Langtang,Langtang,2970,Nepal,Asia,Southern Asia,28.2172,85.52262,,0
LA040,Lao Ngam,Lao Ngam,2460,Lao People's Democratic Republic,Asia,South-eastern Asia,15.4655,106.16682,,0
LA120,Laokai,Laukkai,600,Myanmar,Asia,South-eastern Asia,23.6818,98.779997,,0
LA140,Laputta,Laputta,600,Myanmar,Asia,South-eastern Asia,16.2541,95.04221,,0
LA010,Larissa,Larissa,1650,Greece,Europe,Southern Europe,39.6372,22.42028,,0
LA010,Larkana,Larkana,3300,Pakistan,Asia,Southern Asia,26.6157,68.17482,,0
LA090,Larnaca,Larnaca,1110,Cyprus,Asia,Western Asia,34.9152,33.52615,,0
LA085,Las Collinas,Las Colinas,930,Colombia,Americas,Latin America and the Caribbean,13.6743,-89.287474,2019,0
LA070,Las Palmas,Las Palmas,1010,Canary Islands,Europe,Southern Europe,28.5823,-16.16555,,0
LA070,Las Palmas,Las Palmas,3990,Spain,Europe,Southern Europe,28.1267,-15.434904,,0
LA010,Las Tunas,Las Tunas,1050,Cuba,Americas,Latin America and the Caribbean,21.1,-76.9,,0
LA485,Las Vegas,Las Vegas,4560,United States of America,Americas,Northern America,36.175,-115.1363889,,0
LA190,Lasbella,Lasbela,3300,Pakistan,Asia,Southern Asia,25.7863,66.6033,,0
LA035,Lashio,Lashio,600,Myanmar,Asia,South-eastern Asia,22.9401,97.746861,,0
LA100,Lashkar Gah,Lashkar Gah,60,Afghanistan,Asia,Southern Asia,31.5938,64.37161,,0
LA010,Latacunga,Latacunga,1350,Ecuador,Americas,Latin America and the Caribbean,-0.9333,-78.61667,,0
LA045,Latakia,Latakia,4140,Syrian Arab Republic,Asia,Western Asia,35.5317,35.790099,,0
LA076,Latina,Latina,2220,Italy,Europe,Southern Europe,41.4673,12.90357,,0
LA549,Launceston,Launceston,270,Australia,Oceania,Australia and New Zealand,-41.4419,147.145,,0
LA030,Lausanne,Lausanne,5750,Switzerland,Europe,Western Europe,46.5862,6.60587,,0
LM963,Lautem,Lautem,8100,Timor-Leste,Asia,South-eastern Asia,-8.5147,126.97,,0
LA020,Lautoka,Lautoka,1430,Fiji,Oceania,Melanesia,-17.6757,177.10896,,0
LA010,Laxenburg,Laxenburg,300,Austria,Europe,Western Europe,48.0573,16.35754,,0
LE010,Le Kef,Le Kef,4320,Tunisia,Africa,Northern Africa,36.0833,8.75,,0
LE810,Leatherhead,Leatherhead,4530,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,51.2964,-0.33112,,0
LE010,Lebamba,Lebamba,1530,Gabon,Africa,Sub-Saharan Africa,-2.2121,11.46978,,0
LE030,Lecce,Lecce,2220,Italy,Europe,Southern Europe,40.35,18.16667,,0
LE100,Leeds,Leeds,4530,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,53.797563,-1.544227,,0
LE072,Legaspi City,Legaspi City,3420,Philippines,Asia,South-eastern Asia,13.1389,123.734305,,0
LE961,Leicester,Leicester,4530,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,52.6349,-1.1301,,0
LE186,Leicestershire,Leicestershire,4530,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,52.6333,-1.133627,,0
LE694,Leiden,Leiden,3000,Netherlands,Europe,Western Europe,52.1544,4.494722222,,0
LE020,Leidschendam,Leidschendam,3000,Netherlands,Europe,Western Europe,52.08,4.4,,0
LE030,Lekoni,Lekoni,1530,Gabon,Africa,Sub-Saharan Africa,-1.5843,14.25905,,0
LE010,Leogane,Leogane,1830,Haiti,Americas,Latin America and the Caribbean,18.5111,-72.63343,,0
LE060,Leon,Leon,3120,Nicaragua,Americas,Latin America and the Caribbean,12.5833,-86.58333,,0
LE784,León,León,2850,Mexico,Americas,Latin America and the Caribbean,21.1167,-101.683334,,0
LE040,Leposavic,Leposavic,8300,Kosovo (UN administered province of Serbia),Europe,Southern Europe,43.1039,20.80278,,0
LE040,Leposavic,Leposavic,4950,Serbia,Europe,Southern Europe,43.1039,20.80278,,0
LE011,Lere,Lere,810,Chad,Africa,Sub-Saharan Africa,9.77,14.15,,0
LE070,Lere,Lere,2760,Mali,Africa,Sub-Saharan Africa,15.7118,-4.9118,,0
LE010,Leribe,Leribe,2520,Lesotho,Africa,Sub-Saharan Africa,-29.0365,28.25266,,0
LR010,Leros,Leros,1650,Greece,Europe,Southern Europe,37.1552,26.852466,,0
LE020,Les Cayes,Les Cayes,1830,Haiti,Americas,Latin America and the Caribbean,18.1944,-73.751153,2019,0
LE010,Lesvos,Lesvos,1650,Greece,Europe,Southern Europe,39.1077,26.555286,,0
LE230,Lesvos Island,Lesvos Island,1650,Greece,Europe,Southern Europe,39.1667,26.33333333,,0
LE157,Leticia,Leticia,930,Colombia,Americas,Latin America and the Caribbean,-4.217,-69.939,,0
LE918,Lewes,Lewes,4530,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,50.8756,0.017855556,,0
LE415,Lexington,Lexington,4560,United States of America,Americas,Northern America,38.0464066,-84.4970393,,0
LH010,Lhokseumawe,Lhokseumawe,2070,Indonesia,Asia,South-eastern Asia,5.1801,97.1507,,0
LH020,Lhoksukon,Lhoksukon,2070,Indonesia,Asia,South-eastern Asia,5.05,97.316667,,0
LI100,Libenge,Libenge,990,Democratic Republic of the Congo,Africa,Sub-Saharan Africa,3.65,18.63333,,0
LI010,Liberia,Liberia,1020,Costa Rica,Americas,Latin America and the Caribbean,10.6334,-85.443335,,0
LI014,Liboi,Liboi,2400,Kenya,Africa,Sub-Saharan Africa,0.3534,40.87232,,0
LI030,Libreville,Libreville,1530,Gabon,Africa,Sub-Saharan Africa,0.3924,9.453554,2021,0
LI075,Lichinga,Lichinga,6890,Mozambique,Africa,Sub-Saharan Africa,-13.3128,35.24056,,0
LI020,Liege,Liege,480,Belgium,Europe,Western Europe,50.6337,5.56749,,0
LI067,Likasi,Likasi,990,Democratic Republic of the Congo,Africa,Sub-Saharan Africa,-10.983,26.7384,,0
LI898,Lille,Lille,1470,France,Europe,Western Europe,50.6372,3.063333,,0
LI040,Lilongwe,Lilongwe,2690,Malawi,Africa,Sub-Saharan Africa,-13.9776,33.774153,2021,0
LI080,Lima,Lima,3390,Peru,Americas,Latin America and the Caribbean,-12.0621,-77.036517,2019,0
LI045,Limassol,Limassol,1110,Cyprus,Asia,Western Asia,34.7667,32.93333,,0
LI010,Limbe,Limbe,690,Cameroon,Africa,Sub-Saharan Africa,4.0236,9.20607,,0
LI021,Limbe,Limbe,1830,Haiti,Americas,Latin America and the Caribbean,19.706,-72.40336,,0
LI060,Limbe,Limbe,2690,Malawi,Africa,Sub-Saharan Africa,-15.809,35.06018,,0
LI692,Limerick,Limerick,2160,Ireland,Europe,Northern Europe,52.6652,-8.6238,,0
LI137,Limoges,Limoges,1470,France,Europe,Western Europe,45.8353,1.2625,,0
LI025,Lincoln,Lincoln,4560,United States of America,Americas,Northern America,40.8089,-96.678889,,0
LI989,Linden,Linden,3930,South Africa,Africa,Sub-Saharan Africa,26.1351,27.9924,,0
LI030,Linguere,Linguere,3810,Senegal,Africa,Sub-Saharan Africa,15.3953,-15.1193,,0
LI002,Linz,Linz,300,Austria,Europe,Western Europe,46.7297,14.04963,,0
LI090,Liquica,Liquica,8100,Timor-Leste,Asia,South-eastern Asia,-8.5877,125.34209,,0
2559,Lir - Other Cities,Lir - Other Cities,2550,Liberia,Africa,Sub-Saharan Africa,,,,0
LI110,Lira,Lira,4380,Uganda,Africa,Sub-Saharan Africa,2.2457,32.89624,,0
LI070,Lisala,Lisala,990,Democratic Republic of the Congo,Africa,Sub-Saharan Africa,2.1513,21.51672,,0
LI010,Lisbon,Lisbon,3480,Portugal,Europe,Southern Europe,38.7167,-9.133327,,0
LI070,Liti,Liti,4550,United Republic of Tanzania,Africa,Sub-Saharan Africa,-8.0167,37.15,,0
LI070,Little Chalfont,Little Chalfont,4530,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,51.667,-0.56,,0
LI321,Livadia,Livadia,1650,Greece,Europe,Southern Europe,44.4678,34.143333,,0
LI140,Liverpool,Liverpool,4530,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,53.4091,-2.9857,,0
LI799,Liverpool,Liverpool,4530,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,53.4091,-2.9857,,0
LI010,Livingstone,Livingstone,4980,Zambia,Africa,Sub-Saharan Africa,-17.8419,25.85425,,0
LI050,Livno,Livno,1367,Bosnia and Herzegovina,Europe,Southern Europe,43.822,17.005309,,0
LI011,Liwa,Liwa,810,Chad,Africa,Sub-Saharan Africa,13.8667,14.266667,,0
LI080,Liwang,Liwang,2970,Nepal,Asia,Southern Asia,28.3045,82.63531,,0
LI025,Liwonde,Liwonde,2690,Malawi,Africa,Sub-Saharan Africa,-15.0666,35.22543,,0
LJ080,Ljubljana,Ljubljana,7346,Slovenia,Europe,Southern Europe,46.0511,14.505122,,0
LL010,Llano Grande,Llano Grande,930,Colombia,Americas,Latin America and the Caribbean,7.0222,-73.16671,,0
LL010,Lligan,Lligan,3420,Philippines,Asia,South-eastern Asia,,,,0
LO035,Lobatse,Lobatse,520,Botswana,Africa,Sub-Saharan Africa,-25.2142,25.68083,,0
LO010,Lobito,Lobito,6810,Angola,Africa,Sub-Saharan Africa,-12.3644,13.53601,,0
LO020,Lodja,Lodja,990,Democratic Republic of the Congo,Africa,Sub-Saharan Africa,-3.521,23.6005,,0
LO020,Lodwar,Lodwar,2400,Kenya,Africa,Sub-Saharan Africa,3.1119,35.607611,,0
LO020,Loei,Loei,4200,Thailand,Asia,South-eastern Asia,17.4167,101.5,,0
LO010,Loikaw,Loikaw,600,Myanmar,Asia,South-eastern Asia,19.6754,97.209892,,0
LO030,Loja,Loja,1350,Ecuador,Americas,Latin America and the Caribbean,-4.1667,-79.5,,0
LO040,Lokichoggio,Lokichoggio,2400,Kenya,Africa,Sub-Saharan Africa,4.2077,34.35378,,0
LO020,Lokoja,Lokoja,3210,Nigeria,Africa,Sub-Saharan Africa,9.607,8.06509,,0
LO040,Lokolia,Lokolia,990,Democratic Republic of the Congo,Africa,Sub-Saharan Africa,-0.6585,20.60705,,0
LO044,Lokossa,Lokossa,1170,Benin,Africa,Sub-Saharan Africa,6.6387,1.71674,,0
LO050,Lololo,Lololo,1430,Fiji,Oceania,Melanesia,-17.5698,177.58073,,0
LO010,Lombok-Sumbaya,Lombok,2070,Indonesia,Asia,South-eastern Asia,-1.6148,116.1538,,0
LO020,Lome,Lome,4230,Togo,Africa,Sub-Saharan Africa,6.1304,1.21583,2021,0
